13.9998283	-9.0069739
14.0038090	-8.9982906
14.0067453	-9.0382664
14.0116425	-9.0953076
14.0420713	-9.1740723
14.0421085	-9.2832041
14.0421276	-9.4024133
14.0421391	-9.5318714
14.0421495	-9.6701953
14.0421600	-9.8304887
14.0421705	-9.9777523
14.0443115	-10.1140163
14.0477018	-10.2666896
14.0541639	-10.3911662
14.0569305	-10.4869092
14.0594063	-10.6156838
14.0633278	-10.7166339
14.0677338	-10.8142853
14.0725651	-10.9179714
14.0772543	-11.0060906
14.0803576	-11.0832051
14.0853186	-11.1717245
14.0887194	-11.2470117
14.0924578	-11.3241765
14.0979452	-11.4057931
14.1005478	-11.4835578
14.1051140	-11.5838267
14.1096764	-11.6778929
14.1140337	-11.7866932
14.1166553	-11.9282351
14.1217051	-12.0771648
14.1245508	-12.2564825
14.1290016	-12.4557789
14.1339197	-12.6578217
14.1366444	-12.8370345
14.1419191	-12.9906750
14.1454744	-13.1078839
14.1506386	-13.2083170
14.1539125	-13.2848788
14.1580791	-13.3119553
14.1619024	-13.3086260
14.1665239	-13.2824130
14.1707706	-13.2193036
14.1744518	-13.1330975
14.1785641	-13.0280695
14.1825047	-12.9223977
14.1866827	-12.7794026
14.1897793	-12.6287593
14.1938944	-12.4555694
14.1978540	-12.2483765
14.2025032	-12.0466881
14.2069082	-11.8031147
14.2120047	-11.5784283
14.2156324	-11.3347621
14.2203054	-11.0972318
14.2232685	-10.8083948
14.2275801	-10.5202530
14.2312670	-10.2150249
14.2357349	-9.8860679
14.2390375	-9.5509542
14.2427683	-9.2159167
14.2465324	-8.9389778
14.2503996	-8.6591361
14.2557182	-8.4053673
14.2584620	-8.2049970
14.2639027	-8.0326848
14.2680006	-7.9210220
14.2725067	-7.8538997
14.2763023	-7.8294492
14.2805624	-7.8669336
14.2835340	-7.9236417
14.2886705	-8.0312962
14.2923002	-8.1667475
14.2958984	-8.3300305
14.3005228	-8.4925155
14.3038530	-8.6958324
14.3078976	-8.8867217
14.3114882	-9.0662966
14.3169212	-9.2191560
14.3205729	-9.3733845
14.3238192	-9.5144960
14.3275509	-9.6490972
14.3317556	-9.7357110
14.3369656	-9.8251970
14.3406067	-9.8977047
14.3444195	-9.9281728
14.3489542	-9.9688343
14.3530874	-9.9661920
14.3573513	-9.9482823
14.3615665	-9.9206963
14.3646860	-9.8908432
14.3699322	-9.8429129
14.3729858	-9.7898958
14.3767405	-9.7208044
14.3816776	-9.6276951
14.3853483	-9.5099670
14.3886938	-9.4015273
14.3929434	-9.2459029
14.3970089	-9.0980296
14.4015398	-8.9434355
